Episode,Reward,Length,SmoothedLengthEMA
854,215.9655,459,391.6010
855,270.6824,366,390.3209
856,291.8963,351,388.3549
857,221.6802,314,384.6371
858,289.6167,385,384.6553
859,263.3683,334,382.1225
860,248.9853,299,377.9664
861,268.7545,347,376.4181
862,194.6625,542,384.6972
863,26.5721,269,378.9123
864,267.4796,365,378.2167
865,266.7183,334,376.0059
866,292.2811,344,374.4056
867,292.6295,326,371.9853
868,235.5494,308,368.7860
869,222.3344,318,366.2467
870,236.4339,335,364.6844
871,191.2436,550,373.9502
872,287.3466,260,368.2527
873,213.4873,488,374.2400
874,210.3305,319,371.4780
875,252.1433,293,367.5541
876,288.4938,333,365.8264
877,179.1632,283,361.6851
878,262.4042,437,365.4508
879,62.0262,171,355.7283
880,-39.7743,266,351.2419
881,283.5592,231,345.2298
882,-21.5096,278,341.8683
883,9.2342,226,336.0749
884,230.2732,299,334.2211
885,198.2785,275,331.2601
886,218.7382,410,335.1971
887,213.0335,513,344.0872
888,275.6599,233,338.5329
889,206.9071,346,338.9062
890,26.5964,170,330.4609
891,254.9787,242,326.0379
892,287.3619,416,330.5360
893,208.0920,252,326.6092
894,170.3946,521,336.3287
895,282.3552,243,331.6623
896,235.7096,299,330.0292
897,1.2261,159,321.4777
898,295.2620,361,323.4538
899,250.7550,276,321.0811
900,296.1747,294,319.7271
901,260.7234,262,316.8407
902,243.4872,298,315.8987
903,6.3564,149,307.5537
904,9.1438,160,300.1761
905,256.8002,232,296.7673
906,34.8711,176,290.7289
907,-7.6708,189,285.6425
908,234.9363,225,282.6103
909,237.9861,307,283.8298
910,196.9535,411,290.1883
911,-11.5287,161,283.7289
912,157.3109,481,293.5925
913,270.5587,279,292.8628
914,244.3467,310,293.7197
915,-0.5981,210,289.5337
916,250.0351,309,290.5070
917,196.9772,392,295.5817
918,21.9113,151,288.3526
919,268.2750,255,286.6850
920,21.6103,169,280.8007
921,250.6685,355,284.5107
922,251.2133,231,281.8351
923,275.8290,231,279.2934
924,3.3870,155,273.0787
925,270.8483,198,269.3248
926,288.4527,301,270.9085
927,226.0209,264,270.5631
928,292.9396,320,273.0350
929,22.8278,189,268.8332
930,229.3864,243,267.5416
931,-20.0176,172,262.7645
932,257.3250,274,263.3262
933,257.1161,246,262.4599
934,261.9817,267,262.6869
935,268.9224,252,262.1526
936,245.1812,267,262.3950
937,285.7413,263,262.4252
938,258.8091,273,262.9540
939,250.2011,264,263.0063
